C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
60489,Customer#000060489,yOaCr5rx6beeaOtoTq1B2J7VZH9,13,23-209-300-6689,5251.77,AUTOMOBILE,egrate furiously furiously ironic packages. furiously
60490,Customer#000060490,fYdzGU09BIGf69Wgr,23,33-641-249-7605,551.62,HOUSEHOLD," ironic requests. blithely final deposits wake. bold, silent foxes boo"
60491,Customer#000060491,"Trivb6wiy5JfDDKakQwm,TZg83",19,29-659-235-5345,7054.85,BUILDING," to the final, express packages. blithely expr"
60492,Customer#000060492,EmSaV2tqeW8GW463bTiUNKqtcs6Rq1,8,18-389-768-4348,-101.79,AUTOMOBILE,"ic, even requests. slow accounts boost carefully against the slyly special Tiresias"
60493,Customer#000060493,"z6KrAQqvJmD,XXazPBQcoFKAh",17,27-450-682-2575,3143.56,HOUSEHOLD,cial asymptotes wake carefully across the quickly ironic forges! blithely express escapades thrash slyly blithe
60494,Customer#000060494,iKO4TJf5KRKywa6HF,1,11-602-887-9361,9759.87,BUILDING,t asymptotes. slyly regular accounts after the 
60495,Customer#000060495,Ze1Z3D00RjOIyX9TU 0,18,28-160-317-4146,135.53,BUILDING,packages. finally fluffy accounts shall boost quickly. even deposits cajole blit
60496,Customer#000060496,9OV7ZmU9yh,3,13-982-297-6839,9712.47,AUTOMOBILE,furiously regular packages-- special reque
60497,Customer#000060497,"1Zz3KSlNqgBU6qFSYY9JVh,KWDdSiS",13,23-444-713-5999,6645.25,HOUSEHOLD,lithely about the ideas. carefully final accoun
60498,Customer#000060498,UXVk07qa5RDccL5Ax3jN9s ,5,15-644-982-8925,1700.90,AUTOMOBILE,sits. idly express instructions was. fu
60499,Customer#000060499,2g9W0xTcVG,1,11-939-283-3197,7023.40,FURNITURE,lyly unusual platelets sleep quickly along the quietly regular depen
60500,Customer#000060500,I0FF0c qZ14c,1,11-960-219-2024,-668.86,BUILDING," quickly pending sauternes detect slyly about the furiously even accounts. unusual, blithe packages at the fu"
